,0
87,퇴마를 빙자한 최악의 고어 좀비물기분더럽다 진짜  곡성 안본눈 삽니다 값은 후하게 쳐드릴께 나홍진   내가 진짜 영화보고 이렇게 화난적은 진심으로 첨이다 평점이렇게 진지하게 써보는것도 첨이고 진짜 시간아까운영화다 왠만하면 이렇게 비평안하고 다 평타이상가는데 영화 진짜 이건보지마라 10점줘서 니들보게하고싶엇는데 진짜  나홍진은 그냥 있는 살인사건이나 갖다 각색해라 괜히 씨알도안먹힐 창작하지말고 이게 뭐냐 도대체 삐급 좀비물을 만들랬던건지 의미없는 씬들만 잔득 쳐넣어서 런닝타임만 겁나 늘려노면 장땡이냐  
88,제가 본 영화중 최악의 영화였음보는 내내 역겹고 불편한 상태만 지속되다니주제도 모르겠고 감독이 말하고자 하는 내용도 파악하기 어렵고 정말 불쾌한 영화였슴이런 영화는 만들지도 보지도 말 것을 말씀드립니다  
89,지금봤고평점매기려고 접속했다영화사에서 조작질한 알바가 존재한다는걸 알았고영화는 내 평생 본 한국영화중가장재미없는 세손가락에 꼽는다황정민연기  웃음밖에 안나온다20분살짝 출연해고 무 언플에 낚였어 미국 좀비는 머리 찍으면 죽기라도 하지  여자친구와돌아오는길에창문밖으로실제로토했습니다여자친구가괜시리짜증을내기시작하고서로감정이조금예민하게나빠진듯싶었어요한마디로정의하면보지마세요관객을그저가볍게여긴거같다는생각만들었어요전혀교훈여운도없고기분만나쁩니다마지막에 황정민 연기는 좋음그 외에는 악몽만 선사껍데기  낚였다낚였다 평점좋다한사람들은 이유좀알려줬으면 좋겠다 보면서 결말을 어떻게 하려고 이럴까 생각은했지만 이렇게 찝찝하고 거지같은 결말로 끝낸거에 진심으로 화가난다  그냥 진짜 미스테리영화  진짜쓰레기영화보지마라돈아깝다  진짜 진심으로 엄청기대했는데 퇴근하자말자 예매하고바로본영화인대 대체 좀비물도아니고 귀신도아니면서 악마는갑자기뭔말이고 결말도이상하게끝나는 2시간20분동안 좀비 악마 귀신 다볼수있는아주신기한영화입니다 그리고 황정민은 캐 알바들 답글때문에 평점 1줬음ㅋㅋ  답답함과 불쾌함 의문증을 즐길수 있다면 이영화는 정말 훌륭하다  진짜 이건 뭐지 계속 이러면서 영화봤습니다  
90, 엑소시스트  좀비 입니까 그런거였어요  등장인물에 좀비골룸무당한국귀신일본잡귀 이렇게 나옴 이것저것 다 나오는데스토리 모르겠음아무것도 남지 않는 영화황정민은 연기 잘함  어떻게 이게 15세냐 애들 못본다  정신이있냐없냐영화도 이게뭔가 찝찝한결말 이해가안되요 생가보다별로네배우들한테 묻어가기위한 연출이었으나 실패 돈아까워요  평점 짜게주기로 소문난 평론가들 평점이 856인데 평점준 평론가9명 전부 씨네21 소속 이것저것 싸지른건 많은데 뒷처리를 안한 영화 개연성도 너무 떨어지고 최근에 본 한국 영화중 최악  
91,노이즈 마케팅으로 홍보하는거같은데 어린애가 가족 죽이고 이런영화  최악이야  관람후기 장르  공포물귀신쓰였다고 가족 살해 하는 영화이게 재밌다고 난 후반부로 갈수록 불쾌할뿐 내인생에 기분 더러운 역대급 영화연기력은 좋았다 그렇기에 더 기분이 나빴다  헐‥ 진짜 알바가 있나봄‥‥ 지루해요 평점 조절위해 1점 드립니다  러닝타임에 비해 지루하진 않았는데내용이 진짜관객을 끝까지 낚으려고 한건 성공인데스토리고 인물이고 개연성이고 나발이고 다 갖다버림ㅋㅋ게다가 중간에 좀비신은 진짜 웃겨서 웃음 나옴 ㅋㅋㅋㅋ 차라리 그건 빼지ㅠㅠ  너무나도 긴 러닝타임에 비해 으음  
92,초반부 진심 너무 쩔었음  근데 황정민 나오고 부터 점점 ㅋㅋㅋ 급 영화로 떨어짐 ㅋㅋㅋㅋ 주변사람들한테 추천 안할꺼고 다시는 안보고싶음  
93,최악임 취향타는 영화  쓰레기 영화입니다 절대 보지마세요  별1도 아까운영화 돈아깝고시간아깝고보는 내눈도 아깝다 대체뭘 말하는건지 반전도 아닌반전을 계속하고 진심 내지인들은 다 말리고싶다  무슨 결론이 이따위냐  몰입해서 보면 모하냐 어이업고 돈아깝고 내가 살면서 영화보고 이렇게 짜증나는 적이 처음이네 그래서 귀신이 누군데 이해할수가 없다 ㅋㅋㅋㅋ 이딴거보고 10점씩 주는애들은 머지 진짜  왕십리점 16511수 21250011방금 본 생생한 후기입니다정말 답없는 영화 좀비에 호러물임 진짜 10점짜리 다 알바인듯 좀비물 하 돈 존나 아깝다 군인이라서 6000원으로 봤는데 너무 아깝다 
94,매주 영화보러 가는 취미를 가진 16세 아들이 오늘 이 영화보고와서 잔인하고 무섭고 끔찍하고 난해해서 다시 영화보러 가는것조차 싫어졌다고ㅜㅜ대체 이게 왜 15세냐구요ㅜㅜ잔인함의 극치ㅡㅡㅡ  영화 관계자나 감독팬이거나 영화좀 아는척 하는 거 좋아하는사람들이나 좋아할 영화  스토리도 앞도뒤도없고 연결도 안되고 머리에 괭이꽂고 날뛰는 어설픈 좀비출연까지 나오는 만화같은 장면에 죽었다 살아났다 온통 깨는 장면에 최악의 한국영화절대 절대 본인아이큐가 150 안넘는다 판단되면 관람비추임 연기는 좋았는데내용에 유기성이 없어요 다 따로 놀음검은사제추리물좀비 암튼 잡다하게 다 따로놀음  캐릭터 특성도 없음  야 감독이  개 짜증나게 하네  영화는  움직이는 이야기다  근데 이야기의 흐름이 없다  여러 물줄기가 하나를 이루어 바다를 만들어야 되는데 이건  그냥 청계천임 돈만 줘 퍼붓고 똥물에 발담그는 시민과  
95,절대 현혹되지 마쇼 그 놈도 한 패요  와 박평식이 7점 줬다는게 안믿기네 ㅋ이런 졸작을  
96,그래서무슨내용인지모르겠음  평론가 놈들은 일반 관객들 생각은 안한다 이게 뭐가 그리 대단한작품인지 전혀 모르겟다 ㅋㅋㅋㅋ 존나 재미없다 기분만 더러움  
97,별로임별로임별로임별로임  
98,평론가들은 재미있을지 모르지만 관객들은 아닐수 있다  영화는 책과 다를거 없다 관객 독자에게 감독의 생각과 말하고 싶은점을 담는것이다 하지만 이 영화는 감독이 무엇을 이야기하고 싶은지 또 어떠한 시각으로 바라봐주길 원하는지 모르겠다 굳이 말하자면 호러분위기 조성 이건 뭐 고어좀비엑소시스트살인 등등 자극적인건 다나와서솔직히 역겹고 설정도 웃기다ㅋㅋㅋ스포여서 제대로 안말하지만 마지막쯤 일본인 장면보고 일본급요괴영환줄앗았음ㅋㅋㅋ다들 웃었음 배우들 연기는 정말 대단햇다 여기 10점주는 알바생 티난다 진심ㅋㅋ취향이고 뭐고를 떠나서 10점은 말이 안된다큰 반전을 노리기 위해 관객들에게 의문점을 주지만 결국 감당하지 못해 급하게 마무리한 영화장르를 떠나 내용상 사건의 연계가 모두 따로 살인의 추억에 발톱에 때 만도 못한 영화 팝콘 잘 먹고 갑니다  별한개말고 폭팔 헛수고 땅구멍 뭐이런평점없습니까살다살다 영화평점이란거 처음남깁니다영화줄거리는 감독님의 에라모르겠다  
99,도대체가 뭘 말하는지 모르겠음영화를 보구 나온사람들 이게 뭐야  
100,보고나면 나올때 웃는영화  평론가 점수보소 이런 개 싸이코 영화를  보면후회하는영화 다시는안봄  와 오랜만에 영화 끝나고 욕하긴 처음 감동 재미 공포도 없고 진짜 딸이 9할 한 영화 황정민 왜 나왔냐  
101,부모님 두분에게 보여드렸다가 욕만 엄청 얻어먹었네요 뭐 이딴 영화가 다있냐고 지금도 계속 저한테 뭐라 뭐라 하시는데 참 아들로서 할말이 없네요  아무내용도 없이 정신만 피폐하게 만들었음 도대체 평점은 왜저렇게 높은건지 이해할수 없는 영화  평점은6 정도 헌데 지금 알바들이 너무 높여놔서  중간까지는 볼만햇는데 가면 갈수록 진지헌 장면에서도 사람들이 웃음 왜 어이없고 상황이맞질않아서 딱 유리병 주둥이에 날계란 억지로 깨 넣는느낌  
102,뭔 내용이래  기승전결도 없고 그냥   끝나  여기에 별점 10점 주는 사람들 이해안가네호불호는 개뿔 장난 똥때리나영화끝나고 욕하면서 화장실들어갔더니 온갖 썅욕 난무하고있고 같이 욕하면서 말트고 인사까지 하고 나왔네 별점0점은 왜없나  
103,이건 뭐 좀비도 아니고 호러도 아니고 코메디도 아니고 진심 왜만들었나 싶은  
104,그냥 뭐나원참 이런 느낌  곡성의 언론 시사회 이후 나홍진은 이미 신격화되어 있었고 관객들이 평론가들 눈치 보는 상황에 다다름 혼란스러운 걸 혼란스럽다고 왜 말을 못하나 이젠 영화까지 주입식 교육인가 그리고 이 영화가 영잘알영알못 가르 
105,이거볼시간에 유서를 쓰겠음쓸데없이 길고 재미없음  
106,내용이 너무 허접합니다  지금 평점 10점 주는 이들 클릭해보면 대부분이 이 영화만을 평해놨다 평생에 이 영화만 본 것도 아닐것이요 네이버 아이디 만들자마자 본 영화가 이 영화일 확률도 크진 않을 진데 이건 무엇을 의미하는 것일까  지루하고 찝찝하고 언제 끝나나 기다리는 영화  
107,스릴러로 포장한 오컬트 종반부는 특별했지만 소문만큼 엄청난 것인지는 잘  
108,개인적으로 별로  개연성 부족감독이 의도하는 바를 너무 비틀어서 꼬고 또 꼬아만든 영화장르도 이해할 수 없고 시사하는 바는 알겠으나 조잡함에 헛웃음만 배우가 아까움  곡소리나게 어거지만 부린다  평점은 난생처음 남겨봄 한마디로 9900원 런치뷔페같은 영화차려놓은건 많은데 딱히 맛있지도 않고 중간중간 어이없는 개그요소 관객 배려없는 개연성없는 좀비출현끝까지 왜 좀비가 나오는지 설명 안해줌 끝에가면 흥미진 
109,반전도 없고 그냥 의문만 준채 무난히 끝나는데 결말까지 더러운영화 열린결말은 좋지만 스토리가 진행하는데 왜라는 의문을 풀어주지않음  답도없다 ㅋㅋㅋ 관객들 속여먹으니까느재밋나보네 ㅋㅋ  
110,남자친구랑 둘이 덜덜 떨면서봄 야한 장면 없어서 15금인거 같은데 따지자면 25금은 할듯 진심 정서적으로 좀 안좋은 영화 같아요 심지어 남자친구는 꿈에서도 나옴 저도 이거 보고 무서워서 화장실도 못갔어요 튀어나올 아  뭐냐 이거   ㅋ 뭔영화야 이게  ㅋㅋㅋ  그래서  귀신은 누구란 거야     ㅋㅋㅋ 누가범인이고 ㅋㅋ 아무 결말없이 끝내버리네 ㅋㅋㅋ  도깨비영화 보려고 2시간36분봄 아주평범한 한국식 엑소시스트 평론가 평점 보소 ㅋㅋ  ㅋㅋ 에라이 일본늠들아  정말 보고싶다면 공짜표로 보세요  
111,최악의 쓰레기영화 알바 아니고서야 이런영화흘 10점준다니  
112,네이버페이 500원을 위해 쓴다  이건 아님 솔직히 황정민 굿들린 연기하나만 정말 인정 내용이 전혀  영화좀 안다는 들이 곡성 재미없다고 하면 개 을 하더라 별 하다하다 영화부심 부리는 또라이들은 처음봄 들 한번보고 딱 잊어야지 할일이 없는 백수니까 영화보고 계속 생각이나하는거지  
113,쓰레기영화 돈주고 정신적스트레스를 샀다  평론가들은 뭘 봤던걸까  먼말인지 하나도 모르겠는데궁금한건 하나도 안알려주고감독혼자 마이웨이인영화나홍진영화 다신안볼듯  페북에서 난리난 것과 다르게 기대이하  꼭봐라 나만 당할수 없다  필름 전부 모아서 불태워라  일단 15세는 아닌거같은데 그리고 너무 어린 아이한테 살아가기 무거운 역활을 하게한건 아닌가호불호가 있는 영화일거같네요  여러가지 지나치게 엮어놓은 2시간 46분짜리 짜증났다 초중반까지는 괜찮나 싶었지만 중후반부터 아주 감독 자뻑의 세계로 빠져든다 소환도 하고 아주 신이났음  곽도원 꼬마아이 황정민등 배우들이 기로 좀비가나오는장면어이없음 해석을요한다는감독에주장도개짜증시간아까워  황정민 기대하지마셈 메인아니면 믿고보면안된다는걸 깨닫게해줌  그들만의 리그냐 나는 돌머리새끼라서긍가 1도이해안되고 보고나와서 멍했음 짜증 멘붕 궁금 이해안됨이 한번에몰려와서 다시는 개봉첫째날에 가지말이야겟다고 다짐함 풀이집같은거 없나  이걸 왜보러간건지 모르겠어요 곽도원씨 연기때문에 1점 드려요  
114,할말이없다아  
